query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
79,0.2590,872.6285,158.9615,1031.5900,XSOLDPYUICCHJX,taurohyocholic acid,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,366.9310,11710,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",Cholane steroids,Steroids,Terpenoids
80,0.2939,388.3835,158.9615,547.3450,BPGPGGCPMGCTHJ,Desferrioxamine A1,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCN)O)O)O,407.8350,13493,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Acetohydroxamic acids,N-acyl amines,Fatty amides,Fatty acids
81,0.6241,0.0002,159.0652,159.0650,WYEPBHZLDUPIOD,"""4,6-DIOXOHEPTANOIC ACID""",CC(=O)CC(=O)CCC(=O)O,54.9320,401,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,Oxo fatty acids,Fatty Acids and Conjugates,Fatty acids
82,0.4090,322.2877,159.0653,481.3530,VLBPIWYTPAXCFJ,PC(O-16:0/0:0),CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,168.8410,2654,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Monoalkylglycerophosphocholines,,,
83,0.4090,283.1363,159.0917,442.2280,BGLMHEUNVVQFLX,"[(2R,3R,4S,5S,6R)-2-(acetyloxymethyl)-3,5-dihydroxy-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] hexanoate",CCCCCC(=O)O[C@@H]1[C@H](O)[C@H](OC[C@H](O)[C@H](O)CO)O[C@H](COC(C)=O)[C@H]1O,59.6870,454,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,Fatty acyl glycosides of mono- and disaccharides,Fatty acyl glycosides,Fatty acids
84,0.4090,452.3874,159.1016,611.4890,GQEOLYBERRZZCE,8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585],CCCCCCCCC1OC1C(O)CCCCCCC(O)=O,140.6410,1362,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
85,0.3008,17.0046,159.1016,142.0970,ZQISRDCJNBUVMM,L-HISTIDINOL - 50.0 eV,N[C@H](CO)CC1=CN=CN1,79.2060,547,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines,Aminoacids,Small peptides,Alkaloids; Amino acids and Peptides; Shikimates and Phenylpropanoids
86,0.4090,283.1264,159.1016,442.2280,BGLMHEUNVVQFLX,"[(2R,3R,4S,5S,6R)-2-(acetyloxymethyl)-3,5-dihydroxy-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] hexanoate",CCCCCC(=O)O[C@@H]1[C@H](O)[C@H](OC[C@H](O)[C@H](O)CO)O[C@H](COC(C)=O)[C@H]1O,63.6070,483,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,Fatty acyl glycosides of mono- and disaccharides,Fatty acyl glycosides,Fatty acids
87,0.4090,372.0543,159.1017,531.1560,XMAYWYJOQHXEEK,"1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,38.6450,255,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,Phenylpiperazines,,,Alkaloids
88,0.3121,112.0609,160.0451,272.1060,VDTNNGKXZGSZIP,1-(4-aminophenyl)sulfonyl-3-butylurea,CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,39.1020,282,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Aminobenzenesulfonamides,Polyamines,Ornithine alkaloids,Alkaloids
89,0.8373,0.0004,160.0756,160.0760,WHOOUMGHGSPMGR,indole-3-acetaldehyde,O=CCc1c[nH]c2ccccc12,28.1750,50,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
90,0.3459,164.9300,160.0970,325.0270,MPNJTIZLDHWBFX,"1-propyl-1-[2-(2,4,6-trichlorophenoxy)ethyl]urea",CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(N)=O,31.9830,180,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers,,,Alkaloids; Shikimates and Phenylpropanoids
91,0.6246,0.0002,160.1332,160.1330,AYXYPKUFHZROOJ,(3S)-3-(aminomethyl)-5-methylhexanoic acid,CC(C)C[C@H](CN)CC(O)=O,140.5170,1344,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,Branched fatty acids; Dipeptides,Fatty Acids and Conjugates; Small peptides,Amino acids and Peptides; Fatty acids
92,0.6194,0.0003,160.1333,160.1330,UQXNEWQGGVUVQA,8-AMINOOCTANOIC ACID,C(CCCC(=O)O)CCCN,118.2380,832,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Amino fatty acids; Aminoacids,Fatty Acids and Conjugates; Small peptides,Amino acids and Peptides; Fatty acids
93,0.5896,0.0007,160.1333,160.1340,AKVBCGQVQXPRLD,DL-2-Aminooctanoic acid,CCCCCCC(N)C(O)=O,199.4360,4164,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Amino fatty acids; Aminoacids,Fatty Acids and Conjugates; Small peptides,Amino acids and Peptides; Fatty acids
94,0.8552,0.0003,161.0597,161.0600,PSGQCCSGKGJLRL,4-Methylcoumarin,CC1=CC(=O)OC2=CC=CC=C12,387.7670,12608,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,,Coumarins and derivatives,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
95,0.3459,174.1570,161.0650,335.2220,KCXZNSGUUQJJTR,"dihexyl benzene-1,2-dicarboxylate",CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,99.1450,647,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
96,0.3459,141.0536,161.1324,302.1860,IQDUZGGMNVZTAI,"2-[(4-methoxyphenyl)methyl-pyridin-2-ylamino]-N,N-dimethylethanamine oxide",COc1ccc(CN(CCN(C)(C)=O)c2ccccn2)cc1,137.6400,1255,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzylamines,2-benzylaminopyridines,Amarylidaceae alkaloids,Tyrosine alkaloids,Alkaloids
97,0.3459,192.0893,161.1327,353.2220,QYPNKSZPJQQLRK,"N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide",CCC1=CC=C(C=C1)C(=O)NN(C(=O)C1=CC(C)=CC(C)=C1)C(C)(C)C,428.0150,14046,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,Simple amide alkaloids,Peptide alkaloids,Alkaloids
98,0.4090,377.4251,162.1029,539.5280,GCGTXOVNNFGTPQ,Cer(d18:0/16:0),CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCCCC)O,290.3320,8809,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides,Ceramides,Sphingolipids,Fatty acids
99,0.6232,0.0003,163.0753,163.0750,FIUFLISGGHNPSM,3_4methoxyphenyl_propionic_acid,COC1=CC=C(CCC(O)=O)C=C1,230.7260,6168,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,,Phenylpropanoic acids,,,Shikimates and Phenylpropanoids
100,0.4090,366.1346,163.0754,529.2100,CVULDJMCSSACEO,"(S,S)-asperphenamate",O=C(OCC(NC(=O)C=1C=CC=CC1)CC=2C=CC=CC2)C(NC(=O)C=3C=CC=CC3)CC=4C=CC=CC4,227.4620,5680,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,,,
101,0.6533,0.0004,163.0754,163.0750,KKVZAVRSVHUSPL,2-METHOXYCINNAMALDEHYDE,COC1=C(C=CC=C1)/C=C/C=O,126.4090,944,Organic compounds,Phenylpropanoids and polyketides,Cinnamaldehydes,,Cinnamaldehydes,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
102,0.4090,366.1346,163.0754,529.2100,CVULDJMCSSACEO,"(S,S)-asperphenamate",O=C(OCC(NC(=O)C=1C=CC=CC1)CC=2C=CC=CC2)C(NC(=O)C=3C=CC=CC3)CC=4C=CC=CC4,224.8340,5452,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,,,
103,0.5539,548.1736,163.0754,711.2490,LZXXRASHAINSDN,"[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl 2-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-3-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybutanoate",CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(OC(=O)/C=C/c1ccc(O)cc1)C(=O)OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,166.7090,2644,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
104,0.8677,0.0004,163.0754,163.0750,JMFRWRFFLBVWSI,CONIFERYL ALCOHOL,COc1cc(C=CCO)ccc1O,156.9590,2043,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
105,0.6232,0.0004,163.0754,163.0750,FIUFLISGGHNPSM,3_4methoxyphenyl_propionic_acid,COC1=CC=C(CCC(O)=O)C=C1,288.6320,8752,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,,Phenylpropanoic acids,,,Shikimates and Phenylpropanoids
106,0.6232,0.0004,163.0754,163.0750,FIUFLISGGHNPSM,3_4methoxyphenyl_propionic_acid,COC1=CC=C(CCC(O)=O)C=C1,332.3730,10240,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,,Phenylpropanoic acids,,,Shikimates and Phenylpropanoids
107,0.6241,0.0005,163.0755,163.0750,CCRCUPLGCSFEDV,methylcinnamate,O=C(OC)C=Cc(cccc1)c1,177.5670,2990,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
108,0.6232,0.0005,163.0755,163.0750,FIUFLISGGHNPSM,3_4methoxyphenyl_propionic_acid,COC1=CC=C(CCC(O)=O)C=C1,323.1390,9953,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,,Phenylpropanoic acids,,,Shikimates and Phenylpropanoids
109,0.7851,0.0005,163.0755,163.0750,KKVZAVRSVHUSPL,2-METHOXYCINNAMALDEHYDE,COC1=C(C=CC=C1)/C=C/C=O,197.5190,4026,Organic compounds,Phenylpropanoids and polyketides,Cinnamaldehydes,,Cinnamaldehydes,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
110,0.8199,0.0003,163.1117,163.1120,XKGLSKVNOSHTAD,Valerophenone,CCCCC(=O)C1=CC=CC=C1,233.2820,6076,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Shikimates and Phenylpropanoids
111,0.8646,0.0003,163.1117,163.1120,XKGLSKVNOSHTAD,Valerophenone,CCCCC(=O)C1=CC=CC=C1,212.8740,4828,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Shikimates and Phenylpropanoids
112,0.6237,0.0003,163.1117,163.1120,XKGLSKVNOSHTAD,Valerophenone,CCCCC(=O)C1=CC=CC=C1,221.3030,5518,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Shikimates and Phenylpropanoids
113,0.8524,0.0003,163.1117,163.1120,XKGLSKVNOSHTAD,Valerophenone,CCCCC(=O)C1=CC=CC=C1,137.5710,1253,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Shikimates and Phenylpropanoids
114,0.8128,0.0002,163.1118,163.1120,XKGLSKVNOSHTAD,Valerophenone,CCCCC(=O)C1=CC=CC=C1,337.4120,10348,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Shikimates and Phenylpropanoids
115,0.4090,336.0112,163.1118,499.1230,YDDUMTOHNYZQPO,1_5_dihydrocaffeoylquinic_acid,C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O,273.5010,8127,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Quinic acids and derivatives,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
116,0.8128,0.0001,163.1119,163.1120,XKGLSKVNOSHTAD,Valerophenone,CCCCC(=O)C1=CC=CC=C1,350.1810,10994,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Shikimates and Phenylpropanoids
117,0.5770,332.1101,163.1119,495.2220,LSEDQFLRUJOXDX,"(2R,3R,4S,5S,6R)-2-[(3R)-1,7-bis(3,4-dihydroxyphenyl)heptan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",OC[C@H]1O[C@@H](O[C@H](CCCCc2ccc(O)c(O)c2)CCc2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,192.5730,3808,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids,Linear diarylheptanoids,Linear diarylheptanoids,Diarylheptanoids,Shikimates and Phenylpropanoids
118,0.5286,236.0384,163.1176,399.1560,UEHSUUVWQIHXEP,"N-(4-acetamidophenyl)-2-[(5-hydroxy-2,2-dimethyl-4-oxo-3H-chromen-7-yl)oxy]acetamide""",CC(=O)Nc1ccc(NC(=O)COc2cc(O)c3C(=O)CC(C)(C)Oc3c2)cc1,326.5240,10130,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,"2,2-dimethyl-1-benzopyrans",,,Shikimates and Phenylpropanoids
119,0.8804,0.0000,163.1330,163.1330,OAYXUHPQHDHDDZ,Diethylene glycol monobutyl ether|2-(2-butoxyethoxy)ethanol,CCCCOCCOCCO,164.7810,2453,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,,,Fatty acids
120,0.6281,0.0003,163.1483,163.1480,BUGYDGFZZOZRHP,"3,5-Dimethyladamantan-1-amine",CC12CC3CC(C1)(CC(C3)(C2)N)C,439.4000,14368,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,,Sesquiterpenoids,Terpenoids
121,0.4090,365.6552,163.5548,529.2100,CVULDJMCSSACEO,"(S,S)-asperphenamate",O=C(OCC(NC(=O)C=1C=CC=CC1)CC=2C=CC=CC2)C(NC(=O)C=3C=CC=CC3)CC=4C=CC=CC4,53.8630,382,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,,,
122,0.4090,288.7765,164.5935,453.3700,GVJHHUAWPYXKBD,"(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydro-2H-chromen-6-ol",OC=1C(=C(C=2OC(C)(CCC2C1C)CCCC(C)CCCC(C)CCCC(C)C)C)C,310.3360,9435,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Tocopherols,Prenyl quinone meroterpenoids,Meroterpenoids,Terpenoids
123,0.7919,0.0001,165.0911,165.0910,WDODWBQJVMBHCO,"(1s,4r)-7,7-dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid",CC1(C)C2CCC1(C(=O)O)C(=O)C2,87.4620,600,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Bicyclic monoterpenoids,Pinane monoterpenoids,Monoterpenoids,Terpenoids
124,0.6241,0.0001,165.0911,165.0910,WDODWBQJVMBHCO,"(1s,4r)-7,7-dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid",CC1(C)C2CCC1(C(=O)O)C(=O)C2,184.7650,3383,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Bicyclic monoterpenoids,Pinane monoterpenoids,Monoterpenoids,Terpenoids
125,0.6520,0.0002,165.0912,165.0910,WDODWBQJVMBHCO,"(1s,4r)-7,7-dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid",CC1(C)C2CCC1(C(=O)O)C(=O)C2,164.3920,2421,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Bicyclic monoterpenoids,Pinane monoterpenoids,Monoterpenoids,Terpenoids
126,0.6241,0.0002,165.0912,165.0910,OFJWFSNDPCAWDK,2-PHENYLBUTYRIC ACID,CCC(C1=CC=CC=C1)C(=O)O,180.7390,3114,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,,,
127,0.4090,394.2554,165.1276,559.3830,XBEDTLDOFCRJHC,"3-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-5-hydroxydecanoic acid",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CC(O)CCCCC)CC(O)=O,198.3380,4170,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,3-(3-hydroxyalkanoyloxy)alkanoic acids,Fatty acid estolides; Hydroxy fatty acids,Fatty Acids and Conjugates; Fatty esters,Fatty acids
128,0.8756,0.0004,166.0864,166.0860,COLNVLDHVKWLRT,Phenylalanine,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,29.6070,97,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides; Shikimates and Phenylpropanoids
129,0.6635,0.0008,166.0868,166.0860,COLNVLDHVKWLRT,Phenylalanine,C1=CC=C(C=C1)CC(C(=O)O)N,216.5240,5161,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides; Shikimates and Phenylpropanoids
130,0.4090,427.1624,166.0976,593.2600,DZKBRKKSFHBYIN,"(1R,4R)-bis((1R,2R,4S,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.0(2,4)]nonan-7-yl) 1-phenyl-1,2,3,4-tetrahydronaphthalene-1,4-dicarboxylate",O=C(OC1CC2N(C)C(C1)C3OC32)C4C=5C=CC=CC5C(C(=O)OC6CC7N(C)C(C6)C8OC87)(C=9C=CC=CC9)CC4,411.4360,13435,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids and derivatives,Tropane alkaloids,Ornithine alkaloids,Alkaloids
131,0.3775,48.9504,166.0976,215.0480,PKOFBDHYTMYVGJ,N-(4-sulfamoylphenyl)acetamide,CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O,432.1910,14191,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,,,Alkaloids
132,0.5279,48.9503,166.0977,215.0480,PKOFBDHYTMYVGJ,N-(4-sulfamoylphenyl)acetamide,CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O,429.4800,14076,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,,,Alkaloids
133,0.3459,129.9723,166.0977,296.0700,GXPIUNZCALHVBA,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1,427.2790,14001,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,,,Alkaloids
134,0.6232,0.0002,166.1228,166.1230,KUBCEEMXQZUPDQ,4-[2-(dimethylamino)ethyl]phenol,CN(C)CCc1ccc(cc1)O,151.4560,1814,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Phenethylamines,Amarylidaceae alkaloids; Phenylethylamines,Tyrosine alkaloids,Alkaloids
135,0.4090,338.4543,167.0557,505.5100,FYGDTMLNYKFZSV,(Glc(alpha1-4)Glc(alpha1-4)Glc),C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,162.8060,2382,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,Disaccharides; Polysaccharides,Saccharides,Carbohydrates
136,0.6028,470.0337,167.0703,637.1040,RNKMOGIPOMVCHO,"1,3,6-tri-O-galloylglucose",O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)c1cc(O)c(O)c(O)c1,227.6690,5755,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
137,0.8364,0.0003,167.0703,167.0700,FBWPWWWZWKPJFL,4-HYDROXY-3-METHOXYPHENYLGLYCOL,COC1=C(C=CC(=C1)C(CO)O)O,60.0980,446,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Minor lignans,Lignans,Shikimates and Phenylpropanoids
138,0.8368,0.0004,167.0704,167.0700,FBWPWWWZWKPJFL,4-HYDROXY-3-METHOXYPHENYLGLYCOL,COC1=C(C=CC(=C1)C(CO)O)O,126.5490,954,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Minor lignans,Lignans,Shikimates and Phenylpropanoids
139,0.8354,0.0004,167.0704,167.0700,FBWPWWWZWKPJFL,4-HYDROXY-3-METHOXYPHENYLGLYCOL,COC1=C(C=CC(=C1)C(CO)O)O,40.1760,271,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Minor lignans,Lignans,Shikimates and Phenylpropanoids
140,0.8089,0.0004,167.0704,167.0700,FBWPWWWZWKPJFL,4-HYDROXY-3-METHOXYPHENYLGLYCOL,COC1=C(C=CC(=C1)C(CO)O)O,159.0840,2184,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Minor lignans,Lignans,Shikimates and Phenylpropanoids
141,0.5529,286.0326,167.0704,453.1030,VNQNUULCMPXFER,"[(2R,3S,4S,5R,6S)-6-(3,4-dihydroxybenzoyl)oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3,4-dihydroxybenzoate",O=C(OC[C@H]1O[C@@H](OC(=O)c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O)c1ccc(O)c(O)c1,177.2120,2963,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,p-Hydroxybenzoic acid alkyl esters,Gallotannins; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
142,0.5516,332.0876,167.0704,499.1580,DJDISCKFJXDADJ,"(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[4-(4-hydroxyphenyl)butan-2-yloxy]oxane-3,4,5-triol",CC(CCc1ccc(O)cc1)O[C@@H]1O[C@H](CO[C@@H]2OC(CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,191.8860,3875,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Phenylethanoids,Phenylethanoids (C6-C2),Shikimates and Phenylpropanoids
143,0.8672,0.0004,167.0704,167.0700,NUVBSKCKDOMJSU,4-Hydroxybenzoate-ethyl,CCOC(=O)C1=CC=C(O)C=C1,288.2390,8777,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,p-Hydroxybenzoic acid alkyl esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
144,0.8309,0.0004,167.0704,167.0700,JIVGSHFYXPRRSZ,"2,3-dimethoxybenzaldehyde",COc1cccc(C=O)c1OC,212.8700,4919,Organic compounds,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Dimethoxybenzenes,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
145,0.6296,0.0003,167.0857,167.0860,QILSFLSDHQAZET,Benzhydrol,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,257.3200,7321,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,,,Shikimates and Phenylpropanoids
146,0.5523,424.1793,167.0857,591.2650,ZVTBPVGTFNEYQP,"methyl (4S,5Z,6S)-4-[2-[[(1S,2R,3R,5R)-5-(1,3-dihydroxypropan-2-yl)-3-hydroxy-2-methylcyclopentyl]methoxy]-2-oxoethyl]-5-ethylidene-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",C/C=C1\[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC[C@H]1[C@H](C(CO)CO)C[C@@H](O)[C@@H]1C,204.2540,4509,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
